"File Path","Line Number","Description","Link"
"src/electron/mailbox/MailboxService.ts",979,"Double escaping or unescaping","https://github.com/raid-ppcoe/CoWork-OS/security/code-scanning/22"
"src/electron/gateway/channels/email-client.ts",185,"Double escaping or unescaping","https://github.com/raid-ppcoe/CoWork-OS/security/code-scanning/21"
"src/electron/gateway/channels/email.ts",528,"Double escaping or unescaping","https://github.com/raid-ppcoe/CoWork-OS/security/code-scanning/20"
"src/electron/agent/tools/gmail-tools.ts",121,"Double escaping or unescaping","https://github.com/raid-ppcoe/CoWork-OS/security/code-scanning/19"
"src/electron/agent/search/duckduckgo-provider.ts",158,"Double escaping or unescaping","https://github.com/raid-ppcoe/CoWork-OS/security/code-scanning/18"
"resources/skills/llm-wiki/scripts/wiki-workbench-lib.mjs",156,"Double escaping or unescaping","https://github.com/raid-ppcoe/CoWork-OS/security/code-scanning/17"
"src/renderer/utils/email-html-sanitize.ts",25,"Incomplete multi-character sanitization","https://github.com/raid-ppcoe/CoWork-OS/security/code-scanning/16"
"src/renderer/utils/email-html-sanitize.ts",25,"Incomplete multi-character sanitization","https://github.com/raid-ppcoe/CoWork-OS/security/code-scanning/15"
"src/renderer/utils/email-html-sanitize.ts",25,"Incomplete multi-character sanitization","https://github.com/raid-ppcoe/CoWork-OS/security/code-scanning/14"
"src/renderer/components/utils/attachment-content.ts",30,"Incomplete multi-character sanitization","https://github.com/raid-ppcoe/CoWork-OS/security/code-scanning/13"
"src/electron/utils/pptx-extractor.ts",338,"Incomplete multi-character sanitization","https://github.com/raid-ppcoe/CoWork-OS/security/code-scanning/12"
"src/electron/gateway/channels/email.ts",528,"Incomplete multi-character sanitization","https://github.com/raid-ppcoe/CoWork-OS/security/code-scanning/11"
"src/electron/agent/tools/web-fetch-tools.ts",582,"Incomplete multi-character sanitization","https://github.com/raid-ppcoe/CoWork-OS/security/code-scanning/10"
"src/electron/agent/tools/web-fetch-tools.ts",511,"Incomplete multi-character sanitization","https://github.com/raid-ppcoe/CoWork-OS/security/code-scanning/9"
"src/electron/agent/tools/web-fetch-tools.ts",511,"Incomplete multi-character sanitization","https://github.com/raid-ppcoe/CoWork-OS/security/code-scanning/8"
"src/electron/agent/tools/web-fetch-tools.ts",511,"Incomplete multi-character sanitization","https://github.com/raid-ppcoe/CoWork-OS/security/code-scanning/7"
"src/electron/agent/skills/document.ts",1070,"Incomplete multi-character sanitization","https://github.com/raid-ppcoe/CoWork-OS/security/code-scanning/6"
"src/electron/agent/search/duckduckgo-provider.ts",158,"Incomplete multi-character sanitization","https://github.com/raid-ppcoe/CoWork-OS/security/code-scanning/5"
"src/electron/utils/webhook-auth.ts",29,"Polynomial regular expression used on uncontrolled data","https://github.com/raid-ppcoe/CoWork-OS/security/code-scanning/4"
"src/electron/tunnels/relay.ts",324,"Polynomial regular expression used on uncontrolled data","https://github.com/raid-ppcoe/CoWork-OS/security/code-scanning/3"
"src/shared/tool-call-text-sanitizer.ts",64,"Inefficient regular expression","https://github.com/raid-ppcoe/CoWork-OS/security/code-scanning/2"
"src/renderer/utils/markdown-autolink.ts",11,"Inefficient regular expression","https://github.com/raid-ppcoe/CoWork-OS/security/code-scanning/1"
